epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.6297022073109944,50.88,1.2368197242736816,73.62,73.62
2,1.102351805559794,79.61333333333333,0.9531567329406738,86.83,86.83
3,0.9283994349161784,87.49666666666667,0.8583407608985901,90.62,90.62
4,0.8531333358128865,90.51833333333333,0.8091145108222961,92.53,92.53
5,0.8105431409517924,92.00833333333334,0.7762525077819824,93.56,93.56
6,0.7831297795931498,92.795,0.757284041595459,93.9,93.9
7,0.7640034424463907,93.48,0.7402103526115418,94.45,94.45
8,0.7494243498802186,94.05333333333333,0.734682624912262,94.55,94.55
9,0.7411526114463806,94.28666666666666,0.7328238451957703,94.58,94.58
10,0.7376038269678752,94.52,0.7270820999145508,94.85,94.85
