epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc
1,1.6491507169723512,50.766666666666666,1.3048581848144531,66.05,66.05
2,1.1330159938176474,78.31666666666666,0.9840856744766235,86.11,86.11
3,0.9254450454711914,88.01,0.8468960913658142,90.85,90.85
4,0.8348062327067057,91.48166666666667,0.8107637587547303,92.45,92.45
5,0.7977286485671997,92.81,0.7792884025573731,93.25,93.25
6,0.7703813536961873,93.64666666666666,0.7515639620780945,94.21,94.21
7,0.7518689580281576,94.17166666666667,0.736871541595459,94.87,94.87
8,0.7402060228029886,94.57833333333333,0.7295611389160156,94.84,94.84
9,0.7323991972923278,94.85833333333333,0.7225026792526245,95.27,95.27
10,0.729016031297048,94.88666666666667,0.7201422485351563,95.52,95.52
