iteration,loss,grad_norm,x,y
0,34.712686841983775,123.72393798828125,-0.2044343799352646,0.6185258030891418
1,27.23477088904538,110.40938568115234,-0.2268334925174713,0.5586974620819092
2,21.263276647350306,98.0733413696289,-0.248784601688385,0.5057835578918457
3,16.535342992801148,86.6225814819336,-0.2699461877346039,0.4591684937477112
4,12.830520762299908,75.99971771240234,-0.2900237739086151,0.41827481985092163
5,9.961914119077573,66.1751937866211,-0.308781236410141,0.382556676864624
6,7.770179244133269,57.13737869262695,-0.3260473310947418,0.3514961302280426
7,6.119592660093505,48.88249969482422,-0.341717004776001,0.3246018886566162
8,4.895420185516992,41.40597915649414,-0.35574784874916077,0.30140984058380127
9,4.001940113687599,34.69633483886719,-0.36815258860588074,0.2814849019050598
10,3.360642810309831,28.73183822631836,-0.37898901104927063,0.26442307233810425
11,2.9083792725739595,23.47991943359375,-0.388348788022995,0.24985350668430328
12,2.5953870666976764,18.898693084716797,-0.39634621143341064,0.237439826130867
13,2.383253465389454,14.93999195098877,-0.40310803055763245,0.2268809676170349
14,2.2429138975455483,11.553522109985352,-0.4087646007537842,0.21791134774684906
15,2.1527937941631605,8.69242000579834,-0.41344210505485535,0.2103012651205063
16,2.0971644155122844,6.321990966796875,-0.41725462675094604,0.20385940372943878
17,2.06474100681875,4.436670303344727,-0.420291543006897,0.19844244420528412
18,2.0474910077917183,3.0907211303710938,-0.4225873351097107,0.19398663938045502
19,2.0395079268207454,2.3834269046783447,-0.4240495562553406,0.19058407843112946
20,2.035947293736742,2.195591688156128,-0.42447614669799805,0.18843530118465424
21,2.033481938060317,2.174276351928711,-0.4240826666355133,0.18724238872528076
22,2.0311270482289325,2.172835350036621,-0.4233771562576294,0.18640679121017456
23,2.02877728077072,2.1731133460998535,-0.422585129737854,0.18566961586475372
24,2.02642633357027,2.173578977584839,-0.4217696785926819,0.1849588304758072
25,2.024074116457715,2.1740753650665283,-0.420947402715683,0.1842554658651352
26,2.021720731885853,2.1745779514312744,-0.4201227128505707,0.1835544854402542
27,2.0193661751635195,2.175081491470337,-0.4192966818809509,0.18285463750362396
28,2.0170105447882825,2.1755850315093994,-0.41846972703933716,0.18215550482273102
29,2.0146538040803827,2.1760878562927246,-0.41764187812805176,0.1814570277929306
30,2.01229597970771,2.1765899658203125,-0.4168131649494171,0.18075919151306152
31,2.0099370490500115,2.177091360092163,-0.4159835875034332,0.18006198108196259
32,2.007577010484092,2.1775920391082764,-0.4151531457901001,0.1793653964996338
33,2.005215862407494,2.1780922412872314,-0.4143218398094177,0.17866943776607513
34,2.002853624101658,2.178591251373291,-0.4134896695613861,0.17797411978244781
35,2.000490293948657,2.179089307785034,-0.41265663504600525,0.17727944254875183
36,1.9981258703516402,2.179586887359619,-0.41182273626327515,0.17658540606498718
37,1.995760351735148,2.180083751678467,-0.4109879732131958,0.17589201033115387
38,1.9933937365454661,2.180579662322998,-0.4101523458957672,0.1751992553472519
39,1.9910259940129182,2.181074619293213,-0.409315824508667,0.17450715601444244
40,1.9886571517226055,2.1815686225891113,-0.40847843885421753,0.17381569743156433
41,1.9862872496388257,2.1820621490478516,-0.4076401889324188,0.17312490940093994
42,1.9839162654718492,2.1825544834136963,-0.4068010747432709,0.17243477702140808
43,1.9815441475083992,2.1830458641052246,-0.4059610664844513,0.17174530029296875
44,1.9791709650426004,2.1835365295410156,-0.40512019395828247,0.17105649411678314
45,1.9767966662420613,2.184026002883911,-0.404278427362442,0.17036835849285126
46,1.974421299825353,2.1845147609710693,-0.4034357964992523,0.1696808934211731
47,1.9720448849268444,2.185002565383911,-0.4025923013687134,0.16899411380290985
48,1.9696673489820447,2.1854891777038574,-0.4017479121685028,0.16830800473690033
49,1.9672887315367695,2.1859750747680664,-0.4009026288986206,0.16762259602546692
50,1.964909040405633,2.18645977973938,-0.40005648136138916,0.16693785786628723
51,1.9625282441050096,2.186943531036377,-0.3992094397544861,0.16625380516052246
52,1.9601464122489847,2.1874263286590576,-0.39836153388023376,0.1655704528093338
53,1.957763492651052,2.1879076957702637,-0.3975127339363098,0.16488780081272125
54,1.9553794837275493,2.1883883476257324,-0.39666303992271423,0.16420584917068481
55,1.952994455197358,2.1888678073883057,-0.3958124816417694,0.16352461278438568
56,1.9506083343116265,2.1893460750579834,-0.39496102929115295,0.16284407675266266
57,1.9482211399544682,2.1898233890533447,-0.39410868287086487,0.16216425597667694
58,1.9458328705780754,2.1902995109558105,-0.39325544238090515,0.16148515045642853
59,1.9434435450091967,2.190774440765381,-0.3924013078212738,0.1608067750930786
60,1.9410531721384645,2.1912484169006348,-0.3915463089942932,0.1601291000843048
61,1.9386617093160177,2.191721200942993,-0.3906903862953186,0.1594521701335907
62,1.936269236949618,2.192192316055298,-0.38983359932899475,0.15877597033977509
63,1.9338757024488864,2.1926627159118652,-0.38897591829299927,0.15810050070285797
64,1.9314811245949843,2.193131446838379,-0.38811734318733215,0.15742577612400055
65,1.9290855018907336,2.193599224090576,-0.3872578740119934,0.15675179660320282
66,1.9266888328658869,2.194065809249878,-0.38639751076698303,0.15607856214046478
67,1.924291064597976,2.194530963897705,-0.38553622364997864,0.15540607273578644
68,1.9218922470444861,2.1949946880340576,-0.3846740424633026,0.15473432838916779
69,1.9194923989421289,2.1954574584960938,-0.38381096720695496,0.15406334400177002
70,1.9170915188627706,2.195918560028076,-0.38294699788093567,0.15339311957359314
71,1.914689605406527,2.196378469467163,-0.38208213448524475,0.15272365510463715
72,1.9122867290034753,2.1968367099761963,-0.3812164068222046,0.15205496549606323
73,1.9098827530300186,2.197293996810913,-0.380349725484848,0.1513870656490326
74,1.9074777394044493,2.197749614715576,-0.3794821500778198,0.15071992576122284
75,1.905071726809126,2.1982038021087646,-0.37861368060112,0.15005357563495636
76,1.9026646419259339,2.1986565589904785,-0.37774428725242615,0.14938800036907196
77,1.9002565552488218,2.1991078853607178,-0.37687399983406067,0.14872321486473083
78,1.897847465440092,2.1995575428009033,-0.37600281834602356,0.14805921912193298
79,1.8954373389559087,2.2000060081481934,-0.37513071298599243,0.1473960280418396
80,1.8930262264616813,2.2004528045654297,-0.3742577135562897,0.14673364162445068
81,1.8906141590304681,2.2008979320526123,-0.37338384985923767,0.14607204496860504
82,1.888201038193942,2.2013416290283203,-0.37250903248786926,0.14541128277778625
83,1.8857868749837452,2.2017838954925537,-0.37163329124450684,0.14475132524967194
84,1.8833717204037597,2.2022244930267334,-0.3707566559314728,0.14409217238426208
85,1.880955592997784,2.2026631832122803,-0.3698791265487671,0.1434338390827179
86,1.8785384587403655,2.2031004428863525,-0.3690006732940674,0.14277634024620056
87,1.876120316187552,2.20353627204895,-0.36812129616737366,0.14211967587471008
88,1.8737011968732908,2.203969955444336,-0.3672410249710083,0.14146383106708527
89,1.8712810862681388,2.204402208328247,-0.3663598299026489,0.1408088356256485
90,1.8688600356658176,2.2048327922821045,-0.3654777407646179,0.14015468955039978
91,1.8664379518926688,2.205261468887329,-0.3645947277545929,0.13950136303901672
92,1.864014892426153,2.2056884765625,-0.36371079087257385,0.1388489007949829
93,1.861590889209416,2.206113576889038,-0.3628259599208832,0.13819728791713715
94,1.8591659076868894,2.2065367698669434,-0.3619402050971985,0.13754653930664062
95,1.856739946522163,2.206958293914795,-0.3610535264015198,0.13689665496349335
96,1.8543130044126945,2.2073779106140137,-0.36016592383384705,0.1362476348876953
97,1.8518851526169768,2.2077956199645996,-0.3592774271965027,0.13559949398040771
98,1.8494563368323285,2.208211660385132,-0.3583880066871643,0.13495223224163055
99,1.8470265557797703,2.2086257934570312,-0.3574976623058319,0.13430584967136383
100,1.844595808215284,2.2090377807617188,-0.3566063940525055,0.13366034626960754
101,1.842164092930301,2.2094476222991943,-0.35571420192718506,0.1330157220363617
102,1.8397314814162251,2.209855556488037,-0.354821115732193,0.13237199187278748
103,1.8372979918849028,2.210261583328247,-0.3539271354675293,0.13172917068004608
104,1.8348635355159186,2.210665702819824,-0.3530322015285492,0.1310872733592987
105,1.832428125945009,2.2110676765441895,-0.3521363437175751,0.13044627010822296
