epoch,train_loss,train_acc,test_loss,test_acc
1,1.7954583351771036,37.498333333333335,1.4771870302200318,47.21
2,1.346804010327657,54.44166666666667,1.1636464252471923,61.77
3,1.1400091026306152,61.141666666666666,0.9935828809738159,67.23
4,1.0180043581962586,66.05166666666666,0.9147118375778198,70.9
5,0.8922639064788819,71.23333333333333,0.8077754188537598,72.44
6,0.784580208047231,75.21333333333334,0.9798647387504578,64.07
7,0.7050681506156922,78.09166666666667,0.9649407824516296,64.72
8,0.6190232741673788,81.15333333333334,0.5351756274700165,84.47
9,0.5552213931401571,83.15,0.4769276124477386,86.06
10,0.5025488389015198,84.92333333333333,0.5189313681602478,82.82
