epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.503749878056844,45.62833333333333,0.8831595695495605,72.79,Adam,1
2,0.7296938315073649,76.765,0.5299409929275513,83.95,Adam,2
3,0.4943474458058675,84.62,0.3892823858737945,88.04,Adam,3
4,0.387441337776184,87.99833333333333,0.3179583663940429,90.37,Adam,4
5,0.3236700310707092,90.15666666666668,0.2594506534099579,92.19,Adam,5
6,0.2902623139619827,91.01666666666668,0.2351513765335083,92.97,Adam,6
7,0.2613956227779388,91.95666666666666,0.2288954129219055,93.01,Adam,7
8,0.2300518949190775,92.96833333333332,0.1942577483177185,94.07,Adam,8
9,0.2161189584255218,93.36666666666666,0.1897673922777175,94.32,Adam,9
10,0.2003268957138061,93.935,0.1951375710010528,94.14,Adam,10
