epoch,train_loss,train_acc,test_loss,test_acc
1,1.8280213115056356,38.89,1.4917871812820434,45.19
2,1.316080356280009,55.00333333333333,1.1613840391159058,58.61
3,1.1174112368265787,62.086666666666666,1.139766827392578,60.13
4,0.9914652263323466,67.065,0.8443397710800171,74.1
5,0.8721031141599019,71.93333333333334,0.7423036558628082,79.51
6,0.766210670820872,76.21,0.6457021753311157,81.83
7,0.6658396226565043,79.86333333333333,0.5977845525741577,82.21
8,0.5829233572324117,82.72666666666667,0.47645236258506773,87.1
9,0.5226756465593974,84.49833333333333,0.4354071731090546,88.06
10,0.4653660730044047,86.31333333333333,0.4324470645189285,87.69
